k,n,lam,publishers_welfare,users_welfare,convergence_ratio,publishers_welfare_ci_low,publishers_welfare_ci_high,users_welfare_ci_low,users_welfare_ci_high,convergence_ratio_ci_low,convergence_ratio_ci_high
2,2,0.05,0.9866932030669775,0.9986628691561429,1.0,0.985949568390148,0.9874522423019204,0.9985867790843121,0.9987351616145579,1.0,1.0
2,2,0.1,0.977628413198506,0.9955461786249175,1.0,0.9763531329272463,0.9790077448629694,0.99529925687174,0.9957879775271381,1.0,1.0
2,2,0.15,0.9714546817211729,0.9914364267847753,1.0,0.9697989494865719,0.9731606635203446,0.9909450735760215,0.991946549659613,1.0,1.0
2,2,0.2,0.9671947027412908,0.9869120683822085,1.0,0.9651353882195529,0.968923107267547,0.986221613795196,0.9876839527663356,1.0,1.0
2,2,0.25,0.96426190277295,0.9822673299667731,1.0,0.9622083657399606,0.9661392030971842,0.9812716249143373,0.9832690057670374,1.0,1.0
2,2,0.3,0.9622974276328614,0.9776394818865708,1.0,0.959874759686796,0.9645460106282651,0.9763598073553222,0.9789117616384755,1.0,1.0
2,2,0.35,0.9609841389284896,0.9731719648324438,1.0,0.9587083371862086,0.9633667164385801,0.9715199298735364,0.9746830588110599,1.0,1.0
2,2,0.4,0.9602702810884737,0.9687771731732807,1.0,0.9580129686568085,0.9625919931704648,0.9670134905847638,0.9704787329539013,1.0,1.0
2,2,0.45,0.9598272564368934,0.964685605553985,1.0,0.9577263268080283,0.9621306109905148,0.9628235027630796,0.9665382764926378,1.0,1.0
2,2,0.5,0.9596998434578276,0.9607603829806418,1.0,0.9575956137999453,0.9621071275960902,0.9583666014743235,0.9633022733479951,1.0,1.0
2,2,0.55,0.9598546632313858,0.9569706599476222,1.0,0.95739159264784,0.961922319533725,0.9543126852882993,0.9592741286675597,1.0,1.0
2,2,0.6,0.9600860951871166,0.9534583125846039,1.0,0.9577716763472023,0.9622780914022124,0.9509945759963269,0.9560205680318258,1.0,1.0
2,2,0.65,0.9604046083919912,0.9501558431430208,1.0,0.9580587727605914,0.9623362178820086,0.9473254324109533,0.9529086291921859,1.0,1.0
2,2,0.7,0.9608479561617151,0.9470123844460714,1.0,0.9588092091497303,0.9628800809369501,0.9441339684189319,0.950132678970952,1.0,1.0
2,2,0.75,0.9613468165433151,0.9440447095740653,1.0,0.9592417599592111,0.9636260203035634,0.9406886108406255,0.9471850959315636,1.0,1.0
2,2,0.8,0.9618688869886364,0.9412429180524133,1.0,0.9596525002969748,0.9639249160244772,0.9377443370395714,0.9444435743795256,1.0,1.0
2,2,0.85,0.9624591894360258,0.9385813268197568,1.0,0.9602979022090874,0.964434941914801,0.935132983579857,0.9421663695253697,1.0,1.0
2,2,0.9,0.9630098459238152,0.9360975838452057,1.0,0.9607717467380921,0.9650406088299631,0.9323557302058277,0.9401627392202137,1.0,1.0
2,2,0.95,0.9636006450200811,0.9337261113905865,1.0,0.9614901221139834,0.9656393366189774,0.9301842630967571,0.937610652812302,1.0,1.0
2,2,1.0,0.9641376518410011,0.931545901322537,1.0,0.9621397088225637,0.9660477671265164,0.9278110949778472,0.9353782778326857,1.0,1.0
