k,n,lam,publishers_welfare,users_welfare,convergence_ratio,publishers_welfare_ci_low,publishers_welfare_ci_high,users_welfare_ci_low,users_welfare_ci_high,convergence_ratio_ci_low,convergence_ratio_ci_high
2,2,0.05,0.9928881645043383,0.9735239407405822,0.11,0.9924325752769485,0.9933232868847439,0.9713774173204922,0.9758218737396298,0.082,0.138
2,2,0.1,0.9857792811291386,0.9735631096950554,0.108,0.9848792249911257,0.9865630942166369,0.9712640691445498,0.9758693561474621,0.08295000000000001,0.138
2,2,0.15,0.9785940513502562,0.9737411154015014,0.11,0.9773862528614709,0.9800300606747969,0.9716712505595817,0.9759787065467879,0.084,0.138
2,2,0.2,0.971686766325556,0.9735079034088414,0.112,0.9699084829869684,0.9733986819664799,0.9709484845712839,0.9758774883082721,0.086,0.14104999999999995
2,2,0.25,0.9643758948243035,0.973621537516515,0.106,0.9623458759303353,0.9665029583452724,0.9714828185806168,0.9757216962185374,0.082,0.132
2,2,0.3,0.9574787180984282,0.9735926986778763,0.112,0.9548638333435698,0.9602651140233465,0.9713638807941963,0.9757834985308057,0.086,0.14
2,2,0.35,0.9500555864828735,0.97370732833547,0.106,0.9472413497240708,0.9531689006599443,0.9715803422202535,0.9758583169542956,0.08095000000000001,0.13304999999999997
2,2,0.4,0.9428924359544961,0.9736537237945915,0.106,0.9394226719472686,0.9461570225176553,0.9712463526623893,0.9758277431575415,0.082,0.134
2,2,0.45,0.9362195531934411,0.9735133165259047,0.11,0.931807989132988,0.9397908164325944,0.9713088989300213,0.975855598647495,0.084,0.138
2,2,0.5,0.9288304129652847,0.9736762135750137,0.11,0.924282681278877,0.9331093775056237,0.9712625565328595,0.9760290293523919,0.086,0.138
2,2,0.55,0.9215270780255255,0.9737217641241657,0.106,0.9166582658877155,0.9262985110263939,0.9714594364682541,0.9760496732759334,0.08,0.136
2,2,0.6,0.9148362671610539,0.9734422829086886,0.11,0.9096709531329906,0.9198049840719528,0.9713078392924115,0.9756068145094443,0.084,0.13904999999999998
2,2,0.65,0.9080797080155671,0.9734095488388729,0.11,0.9022849085882916,0.9145499887930605,0.9710469445447696,0.9755732264138379,0.084,0.136
2,2,0.7,0.900711670259744,0.9735902383123001,0.112,0.8941899091372387,0.90689990232493,0.9712486854180395,0.9755790412051645,0.084,0.13904999999999998
2,2,0.75,0.8937669223919593,0.9735392625405279,0.11,0.8874903149914743,0.9004379286663793,0.9714041338655696,0.9756644795581761,0.084,0.13704999999999998
2,2,0.8,0.8862311487398954,0.9736082012974725,0.11,0.8794728061760212,0.8935001132807253,0.9714184909944285,0.975882631660655,0.082,0.138
2,2,0.85,0.8792261827700438,0.9735259807884986,0.112,0.8712962450248228,0.8867337085497041,0.971208844420427,0.975576425638256,0.08695,0.142
2,2,0.9,0.8723356211012341,0.9734347568286346,0.108,0.8637367466373953,0.8798101450284119,0.9712510546470772,0.9757041776489723,0.08,0.134
2,2,0.95,0.8649787036940383,0.9734950609799398,0.108,0.8557787807094963,0.8733657442352778,0.9710717716502102,0.9757219323453203,0.08,0.134
2,2,1.0,0.8572216789448426,0.9737185872797273,0.108,0.8484955569144229,0.8658480075985067,0.971511599271985,0.9757646322101863,0.082,0.138
