k,n,lam,publishers_welfare,users_welfare,convergence_ratio,publishers_welfare_ci_low,publishers_welfare_ci_high,users_welfare_ci_low,users_welfare_ci_high,convergence_ratio_ci_low,convergence_ratio_ci_high
2,2,0.05,0.9927928197933633,0.9750716545165728,0.102,0.9923377384319889,0.993233344983709,0.9729735222310141,0.9773267758197319,0.076,0.12904999999999997
2,2,0.1,0.9855884339449716,0.975094814915931,0.102,0.9845453178144673,0.9865524717396676,0.9730010122137399,0.9770627153165797,0.07495,0.126
2,2,0.15,0.97841233197442,0.9751441924922544,0.1,0.976984203263236,0.9798080802680086,0.9730679471853122,0.9771911783460419,0.07295,0.124
2,2,0.2,0.9713730444402753,0.9749986476061459,0.104,0.9695535585126546,0.9732200389297498,0.9728640333935159,0.9770579061725163,0.078,0.13
2,2,0.25,0.9639670091212207,0.9750524393606325,0.1,0.9617255221650173,0.9663198209745412,0.9727563570698005,0.9771000552676279,0.076,0.126
2,2,0.3,0.9573343222832204,0.9747439167141638,0.106,0.9543523812053472,0.9600802694982766,0.9725420546190193,0.9769590784481706,0.08,0.132
2,2,0.35,0.9497639780433554,0.9749439922537816,0.102,0.9467454274662482,0.9529395441799344,0.9726940065681975,0.9769342763736493,0.07495,0.126
2,2,0.4,0.9427388504260666,0.974735727042253,0.102,0.9386366480692707,0.9462447731770686,0.9725530234512434,0.9767780540415688,0.07895,0.128
2,2,0.45,0.9354741027187297,0.974852438777595,0.102,0.9313216289903805,0.9396086965814889,0.972844075328998,0.9769330119547586,0.07895,0.132
2,2,0.5,0.9282997595683614,0.9748209336826278,0.102,0.923686780663182,0.9331254250713404,0.9724579254973201,0.9770679688914015,0.07695,0.13504999999999998
2,2,0.55,0.9208945091372372,0.9749720011567493,0.1,0.9159132611817651,0.9258501188348573,0.9728886533758424,0.9770971344555369,0.074,0.128
2,2,0.6,0.9136336396813074,0.9751076202335605,0.104,0.9081694359861094,0.9188467633084862,0.9726145094260125,0.9769747587214462,0.078,0.132
2,2,0.65,0.9072372526397648,0.9748672538621668,0.104,0.9012661735711234,0.9132995676472084,0.9728071084273524,0.976814807541674,0.08,0.132
2,2,0.7,0.9004381807788138,0.9749569278846828,0.108,0.8951669425101658,0.9063810275988223,0.9725702146934041,0.9770992463194118,0.082,0.136
2,2,0.75,0.8921610647779301,0.9749700984867405,0.102,0.8845492757821338,0.8990300936141932,0.972975093207743,0.9767946275054173,0.076,0.12904999999999997
2,2,0.8,0.8861733524025497,0.9747221357966868,0.108,0.8786286518237099,0.8934476531641674,0.9725597282275911,0.976568587032827,0.082,0.13504999999999998
2,2,0.85,0.8788146486015982,0.9747627583776582,0.106,0.870790953219237,0.8868117158640724,0.9726247039269103,0.9770180105348582,0.082,0.13304999999999997
2,2,0.9,0.8716031127769203,0.9748615181574184,0.104,0.863481077696321,0.8796253887465997,0.9725111525159824,0.977033394357994,0.07895,0.13
2,2,0.95,0.8638590290938996,0.9749168254140721,0.104,0.8550586178866415,0.8732987891171621,0.9727640675131347,0.9769564082768166,0.078,0.13304999999999997
2,2,1.0,0.8563646577879128,0.9749563584593008,0.102,0.8471799239911558,0.865963920496034,0.9726167525459154,0.9769938359941358,0.076,0.13304999999999997
