k,n,lam,publishers_welfare,users_welfare,convergence_ratio,publishers_welfare_ci_low,publishers_welfare_ci_high,users_welfare_ci_low,users_welfare_ci_high,convergence_ratio_ci_low,convergence_ratio_ci_high
2,2,0.5,0.9579675226319457,0.9590390640034161,1.0,0.9556591779422084,0.9600796559755983,0.9570193640571484,0.9611911555278192,1.0,1.0
2,3,0.5,0.9609939692352047,0.9437012064018415,1.0,0.9590135699718655,0.9628434671272613,0.9410872794139783,0.9461758147745557,1.0,1.0
2,4,0.5,0.9644594545577307,0.9318225032654887,1.0,0.9629808090442207,0.965946062591882,0.929156660793928,0.9347905827638657,1.0,1.0
2,5,0.5,0.9657591108649516,0.918991951280582,1.0,0.964441183693875,0.967152311934909,0.9153814254058035,0.922114188013021,1.0,1.0
2,6,0.5,0.9694122177576692,0.9136668298178424,1.0,0.9682410956694087,0.970431863719273,0.9107207143542719,0.917022471932033,1.0,1.0
2,7,0.5,0.9713111125295163,0.9060046633960985,1.0,0.9701419499255234,0.972292028191731,0.9023610548908674,0.9093169497465108,1.0,1.0
2,8,0.5,0.9747437559287202,0.9056176083291979,1.0,0.9738793946815733,0.9756537025928977,0.9024156626761733,0.909019248346315,1.0,1.0
2,9,0.5,0.9753459541895603,0.8969877101418249,1.0,0.9744786545433719,0.9762109189225537,0.8934325262606071,0.9005078087758377,1.0,1.0
2,10,0.5,0.9770788031338348,0.8937028769495434,1.0,0.9762353200555542,0.9779006104199572,0.8900955241631366,0.8973956638505254,1.0,1.0
