k,n,lam,publishers_welfare,users_welfare,convergence_ratio,publishers_welfare_ci_low,publishers_welfare_ci_high,users_welfare_ci_low,users_welfare_ci_high,convergence_ratio_ci_low,convergence_ratio_ci_high
2,2,0.5,0.8609665581086254,0.9986223400163352,1.0,0.8536773907073857,0.8681241372419316,0.9985473130887736,0.9986887572312371,1.0,1.0
2,3,0.5,0.8062612348803468,0.9983517368602202,1.0,0.7968307386719029,0.8148980722281172,0.9982699159899754,0.9984384410491534,1.0,1.0
2,4,0.5,0.7582438978759412,0.9978263087362927,1.0,0.7483582638568741,0.7684459853331307,0.997721957462124,0.9979171442002006,1.0,1.0
2,5,0.5,0.7178484485309042,0.9972451416478655,1.0,0.7065587058546103,0.7278098191712398,0.9971445094501199,0.9973478659358507,1.0,1.0
2,6,0.5,0.7093347018182499,0.9969009255513345,1.0,0.6984052392632903,0.7200029670339293,0.996778384644537,0.997004415085555,1.0,1.0
2,7,0.5,0.680760044607742,0.9963132157910801,1.0,0.6712261720546127,0.6900785760747519,0.9962069696565196,0.9964198548074585,1.0,1.0
2,8,0.5,0.6853286563145568,0.9960729747690508,1.0,0.6763454480260489,0.69378981323355,0.9959785343946131,0.9961729675659732,1.0,1.0
2,9,0.5,0.6755081003449199,0.9956384552958132,1.0,0.6668144036000461,0.6851600411354772,0.9955210205503797,0.9957550910396075,1.0,1.0
2,10,0.5,0.6731854186337131,0.9953387922794286,1.0,0.6642011327994233,0.6825154446578995,0.9952180738642732,0.9954483514464233,1.0,1.0
