k,n,lam,publishers_welfare,users_welfare,convergence_ratio,publishers_welfare_ci_low,publishers_welfare_ci_high,users_welfare_ci_low,users_welfare_ci_high,convergence_ratio_ci_low,convergence_ratio_ci_high
2,2,0.05,0.9873476037521867,0.9987177626472313,1.0,0.9866255392488705,0.9880908592402191,0.99865245934896,0.9987964171671042,1.0,1.0
2,2,0.1,0.9787288832052571,0.9957465437446726,1.0,0.9775073304028559,0.9797894909212488,0.9955156456592203,0.9959472677132355,1.0,1.0
2,2,0.15,0.9728035274308714,0.9918871278564212,1.0,0.9713311139721,0.9743080000214382,0.9914012170937103,0.9923473035639939,1.0,1.0
2,2,0.2,0.968742867336578,0.9875893666357426,1.0,0.967111805746893,0.9703952015835672,0.9869057614887308,0.9882416187911759,1.0,1.0
2,2,0.25,0.9659256294050577,0.9832024605772154,1.0,0.9639941069759229,0.9677775774851863,0.9822560133769439,0.9841199420699961,1.0,1.0
2,2,0.3,0.9641211855666111,0.9787371397189356,1.0,0.9618630733766415,0.9660760047939793,0.9775608356648233,0.9799020356922947,1.0,1.0
2,2,0.35,0.9629249720606174,0.9744370436786742,1.0,0.9607883131255586,0.9649608094076607,0.9730127096742404,0.9759750462376287,1.0,1.0
2,2,0.4,0.962223172494721,0.9702913810394296,1.0,0.9601368309545957,0.9641100427060941,0.9687002462992333,0.9720792451739175,1.0,1.0
2,2,0.45,0.9618259099330403,0.9663854329155863,1.0,0.9596903699124655,0.9637995289038249,0.9645334605780967,0.9682525626803316,1.0,1.0
2,2,0.5,0.9617348305128969,0.9626273759182261,1.0,0.9597174972346989,0.9639552600281226,0.9607380647654911,0.9646515537529112,1.0,1.0
2,2,0.55,0.9617500336431717,0.9591462316750843,1.0,0.959643324752512,0.9636765963293178,0.9568738763367727,0.96151254370147,1.0,1.0
2,2,0.6,0.9620106037914756,0.9557702646879582,1.0,0.9598044527859202,0.9640951262120744,0.9535892648446339,0.9580909221634494,1.0,1.0
2,2,0.65,0.9623599218551421,0.9526029213997349,1.0,0.9600217660901926,0.9644387488784103,0.9499197703214425,0.9554424948855422,1.0,1.0
2,2,0.7,0.9627397336658259,0.9496422705000039,1.0,0.9605336101211569,0.9645316697042017,0.9467571425721546,0.9524508551957377,1.0,1.0
2,2,0.75,0.9632145646015857,0.9468383816382515,1.0,0.9613204107469681,0.9652667728551741,0.9436821173230083,0.9499679888000924,1.0,1.0
2,2,0.8,0.9637695044635598,0.9441451658777361,1.0,0.9619841562238745,0.9657186549652016,0.9411404554870689,0.9472639105727686,1.0,1.0
2,2,0.85,0.9642304833384079,0.9416886680794946,1.0,0.9623510197502617,0.9660146185220317,0.9385382023628506,0.9447179433567718,1.0,1.0
2,2,0.9,0.9647265522275017,0.9393706597292251,1.0,0.9625297178481984,0.9665366292457992,0.935840002601503,0.9424794165177998,1.0,1.0
2,2,0.95,0.9653890533821389,0.9370453126851283,1.0,0.9633315873890412,0.9670572391387822,0.9333057886075469,0.9404812978380686,1.0,1.0
2,2,1.0,0.9659740090813682,0.9349041642600169,1.0,0.9641557216710792,0.9678032594641829,0.9316415947893958,0.9380791607400526,1.0,1.0
