k,n,lam,publishers_welfare,users_welfare,convergence_ratio,publishers_welfare_ci_low,publishers_welfare_ci_high,users_welfare_ci_low,users_welfare_ci_high,convergence_ratio_ci_low,convergence_ratio_ci_high
2,2,0.05,0.9891369944423832,0.9956317651427091,1.0,0.9885492745664712,0.9896922849317712,0.995417779750788,0.9958670104331135,1.0,1.0
2,2,0.1,0.9840157539891252,0.9872854035809083,1.0,0.9831739141204692,0.9849484238729349,0.986516190977227,0.9880515182652708,1.0,1.0
2,2,0.15,0.9816736335656757,0.9780946884648642,1.0,0.9806655151697514,0.982660127302621,0.976826173351113,0.9792942543923514,1.0,1.0
2,2,0.2,0.9806996314860531,0.9693194332546092,1.0,0.9796866491375326,0.9818034521328843,0.9676600771970023,0.9709170974524999,1.0,1.0
2,2,0.25,0.9804433946660739,0.9613150288497392,1.0,0.9793731403716709,0.9815480499582717,0.9593707922048641,0.9632327224443304,1.0,1.0
2,2,0.3,0.9806155473771135,0.9540539885191099,1.0,0.9795595440426178,0.9815955514284396,0.9516598717462913,0.9564779109660051,1.0,1.0
2,2,0.35,0.9810488456097359,0.9474683052506087,1.0,0.9800638806502677,0.9821124014469209,0.9446584349919577,0.9501596570712586,1.0,1.0
2,2,0.4,0.9815000468068951,0.9417612454600697,1.0,0.980517085683583,0.9825881289631169,0.9383249245873252,0.9446937239915948,1.0,1.0
2,2,0.45,0.9820912587597029,0.9364845848511034,1.0,0.9811378578972823,0.9831322288879141,0.9329517357046425,0.9400106511079959,1.0,1.0
2,2,0.5,0.9826447722203314,0.9318561395420824,1.0,0.9817241127622335,0.9835097520875563,0.9284395396273515,0.9356189041344901,1.0,1.0
2,2,0.55,0.9832009053450433,0.9276712770082979,1.0,0.9823352106217239,0.9841090528106012,0.9235984895298376,0.9315279160098945,1.0,1.0
2,2,0.6,0.9838027979781251,0.9237870254809998,1.0,0.9829161151838385,0.9847149329309799,0.9196626604271535,0.9281821239626525,1.0,1.0
2,2,0.65,0.9843296453666702,0.9203543452798727,1.0,0.9835214592151639,0.9852214235275304,0.9157862207306705,0.92488676945754,1.0,1.0
2,2,0.7,0.984872787247329,0.9171517126722623,1.0,0.9841038033411098,0.9856712201864598,0.9121902801463837,0.921572773459136,1.0,1.0
2,2,0.75,0.9853426396092553,0.9143108984701875,1.0,0.9846368790986353,0.986116836211951,0.9097581557723905,0.9189710797174474,1.0,1.0
2,2,0.8,0.9858733050229932,0.9115476382888813,1.0,0.9851112045697517,0.9865584297008698,0.9066524243393198,0.9165518969034468,1.0,1.0
2,2,0.85,0.9863275217524572,0.9090936654386235,1.0,0.985547435329532,0.9870717390884629,0.9036708431715483,0.9143689837107173,1.0,1.0
2,2,0.9,0.9867646698870733,0.9068065899188531,1.0,0.9860499196574236,0.9875140139186619,0.9016610892760869,0.9119652963200471,1.0,1.0
2,2,0.95,0.9871309761259185,0.9048004178520157,1.0,0.9863713330408587,0.9878437176692504,0.8997555420196867,0.9095745430819069,1.0,1.0
2,2,1.0,0.9875313800852343,0.9028088510955172,1.0,0.986867960956089,0.9882037642766699,0.8967325766627262,0.9082369419732436,1.0,1.0
