k,n,lam,publishers_welfare,users_welfare,convergence_ratio,publishers_welfare_ci_low,publishers_welfare_ci_high,users_welfare_ci_low,users_welfare_ci_high,convergence_ratio_ci_low,convergence_ratio_ci_high
2,2,0.05,0.9897167695927671,0.9958699789747864,1.0,0.989169131338175,0.9903120568043984,0.9956462544866849,0.9960940540583947,1.0,1.0
2,2,0.1,0.9848865218905997,0.9879417013687792,1.0,0.9839907336168863,0.9857897417285779,0.9872833682423219,0.9886387592918326,1.0,1.0
2,2,0.15,0.9826360931784878,0.9793164440535038,1.0,0.9815735763694038,0.9836351202069241,0.9782133737138682,0.9804246107168224,1.0,1.0
2,2,0.2,0.981711769613077,0.9710250361810602,1.0,0.9806520960530559,0.982703480047724,0.9694848250306957,0.9726257653460628,1.0,1.0
2,2,0.25,0.9814944213914161,0.9634051969384277,1.0,0.9804011073169862,0.9825748888596681,0.9611559379856638,0.9654884291881467,1.0,1.0
2,2,0.3,0.9816456490147238,0.9565712867847354,1.0,0.9805904999594418,0.9826452412425096,0.9542251660355965,0.95890768315932,1.0,1.0
2,2,0.35,0.9820279236857248,0.9504052166845703,1.0,0.9810457456086661,0.9829978721823186,0.947562468198937,0.953357773479917,1.0,1.0
2,2,0.4,0.9825046682726924,0.9449110324058151,1.0,0.9815020139838778,0.9835010227372027,0.9418683967799422,0.9477288340754543,1.0,1.0
2,2,0.45,0.9830092097618908,0.940039377999345,1.0,0.9820400822862798,0.9840507639592018,0.9362156076485271,0.9435347333983534,1.0,1.0
2,2,0.5,0.9835976786823954,0.9355451639861534,1.0,0.9826107952490288,0.9844768634810463,0.9318593213555127,0.9389869996275293,1.0,1.0
2,2,0.55,0.9841189388213829,0.9316169053676258,1.0,0.9832767409480152,0.9850197149283196,0.9275865003358658,0.9351203944347073,1.0,1.0
2,2,0.6,0.9846803405808382,0.9279463182637774,1.0,0.9837524628683765,0.9855261728901781,0.9237616977973869,0.9322509362898159,1.0,1.0
2,2,0.65,0.9852059888197968,0.9246649270146224,1.0,0.9843909127375681,0.9860676904433137,0.9207828048886333,0.9291642861906424,1.0,1.0
2,2,0.7,0.985637526768656,0.9217926013032982,1.0,0.9848708640280825,0.986431713633383,0.9174769176241387,0.9262897590112351,1.0,1.0
2,2,0.75,0.986170178605409,0.9189629270059729,1.0,0.9853769507840009,0.9869831866907092,0.9142597206422055,0.923550790405108,1.0,1.0
2,2,0.8,0.9866135784885353,0.916451757633795,1.0,0.9857800372371903,0.9872780369240522,0.9115964883393209,0.9208392251830633,1.0,1.0
2,2,0.85,0.9870567028034636,0.9141207110198138,1.0,0.9862914503507542,0.9877910069083177,0.9091547466857783,0.9190297331238755,1.0,1.0
2,2,0.9,0.9874526049332101,0.9120031487565747,1.0,0.9867707931855111,0.9881368493291138,0.9067879147244456,0.9170272157833743,1.0,1.0
2,2,0.95,0.9878164196834593,0.9100580266245213,1.0,0.987091666291428,0.9885054196085417,0.9047024724662417,0.9149748369446796,1.0,1.0
2,2,1.0,0.9881995571656437,0.9081812342880452,1.0,0.987565207018979,0.9888607317589891,0.9028301859107274,0.9134355399781342,1.0,1.0
