k,n,lam,publishers_welfare,users_welfare,convergence_ratio,publishers_welfare_ci_low,publishers_welfare_ci_high,users_welfare_ci_low,users_welfare_ci_high,convergence_ratio_ci_low,convergence_ratio_ci_high
2,2,0.05,0.986103222484548,0.9986047139248487,1.0,0.9853992415339883,0.9867990010861964,0.9985309635555519,0.9986718196107482,1.0,1.0
2,2,0.1,0.9766424778901587,0.9953446908775511,1.0,0.9754554076811262,0.9778279912554108,0.9950987789091219,0.9955980575882928,1.0,1.0
2,2,0.15,0.9701777264846915,0.9910714229041045,1.0,0.9683793891677639,0.971692405082772,0.990585706742577,0.9915522888150066,1.0,1.0
2,2,0.2,0.9657107126813775,0.9863680665561442,1.0,0.9638022430431824,0.9673486490487297,0.985709387144627,0.9870616086668901,1.0,1.0
2,2,0.25,0.9626372919256607,0.981534368394214,1.0,0.9606372775883398,0.9645192788946091,0.9805974504922556,0.9824848958093363,1.0,1.0
2,2,0.3,0.9605965588984825,0.976697150084608,1.0,0.9584534022800594,0.9626587893531101,0.975577157967893,0.9778318372255509,1.0,1.0
2,2,0.35,0.9592752751567412,0.9719952126349767,1.0,0.9570818753609117,0.9615256182223199,0.9704805136350632,0.9734028259850496,1.0,1.0
2,2,0.4,0.9585040027726913,0.9674450614116481,1.0,0.9560730620414527,0.9608249146078786,0.9656863057778122,0.9694175696923304,1.0,1.0
2,2,0.45,0.9580189412827629,0.9632051771379031,1.0,0.9557915805002241,0.960227977197407,0.961244335081372,0.9651237476416493,1.0,1.0
2,2,0.5,0.9579675226319457,0.9590390640034161,1.0,0.9558670583702907,0.9599686117928419,0.9569077234466404,0.9608774095674494,1.0,1.0
2,2,0.55,0.9581052627832604,0.9551240327049341,1.0,0.9558130079701698,0.9602828315782087,0.9529144197288367,0.9576190927069069,1.0,1.0
2,2,0.6,0.9583093154230543,0.9515087183619856,1.0,0.9560240371930352,0.9606301365345451,0.9489652081590605,0.9539939522061796,1.0,1.0
2,2,0.65,0.9587363697475776,0.9479928829922494,1.0,0.9565509196823696,0.9609601308489575,0.945189271783466,0.9504894541920784,1.0,1.0
2,2,0.7,0.9591317541636244,0.9447836830482043,1.0,0.9568922441137654,0.9610126486389894,0.9418899207289769,0.9474075268846824,1.0,1.0
2,2,0.75,0.9596752644602181,0.9416605219331675,1.0,0.9575211664595449,0.9617251528800413,0.9385170585865983,0.9450149664444097,1.0,1.0
2,2,0.8,0.9601777285143653,0.9388146457392871,1.0,0.9580104043424593,0.9623599787759263,0.9355297497105071,0.9422877013684409,1.0,1.0
2,2,0.85,0.9609016292089408,0.9359396150597867,1.0,0.9588272811610217,0.9631026879763159,0.9325822224617215,0.9394341922295082,1.0,1.0
2,2,0.9,0.9613864239906101,0.9334535399663405,1.0,0.9592557071129016,0.963344001252592,0.9299438503264088,0.9370454300397244,1.0,1.0
2,2,0.95,0.9620101806306959,0.9309885287243518,1.0,0.9596668065390599,0.9637760999626835,0.9274820750243926,0.9342527520919308,1.0,1.0
2,2,1.0,0.9625975831849434,0.9286993188409703,1.0,0.9606399135287053,0.9645531171437485,0.9248852574309872,0.932431926238986,1.0,1.0
