k,n,lam,publishers_welfare,users_welfare,convergence_ratio,publishers_welfare_ci_low,publishers_welfare_ci_high,users_welfare_ci_low,users_welfare_ci_high,convergence_ratio_ci_low,convergence_ratio_ci_high
2,2,0.05,0.9921114300822506,0.9734894676536252,0.082,0.9916938995191306,0.992557341230928,0.9714754252703871,0.9755883172124404,0.058,0.106
2,2,0.1,0.9843016047971029,0.973409907415707,0.084,0.9834464525656912,0.9852669130100911,0.9712684761805239,0.9754494943486642,0.06,0.108
2,2,0.15,0.9762161675700549,0.9737623273610333,0.082,0.9747119368831169,0.9775528156757808,0.9716154445085488,0.9760069477098088,0.05695000000000001,0.108
2,2,0.2,0.968553420665353,0.9734842088991277,0.086,0.9668132311712707,0.9703382869250988,0.9712657456027968,0.9754074596567659,0.062,0.112
2,2,0.25,0.9605400019486908,0.9736186689918974,0.084,0.9579771680694174,0.9627921628912696,0.9713605423172408,0.9755400131642638,0.062,0.106
2,2,0.3,0.9525389808166551,0.9736447914277314,0.082,0.949822219252105,0.955275065963773,0.9713716236377452,0.975814040577609,0.05895,0.106
2,2,0.35,0.9452075323552781,0.9733851167818306,0.09,0.941977314044726,0.9485182332548536,0.9710187977853,0.9754387702188577,0.06295,0.116
2,2,0.4,0.9373280042453737,0.9735502815969448,0.084,0.9336311873960079,0.9410726476765621,0.9714065847074262,0.9757266165112628,0.062,0.10904999999999995
2,2,0.45,0.929784732003487,0.9732263007946572,0.088,0.9252168880166338,0.9334703623103405,0.9712343288252704,0.9754129719530427,0.064,0.114
2,2,0.5,0.9217926333404407,0.9733854446228267,0.09,0.9171395622835634,0.9261247461696975,0.9711525318396738,0.9758387915229974,0.066,0.114
2,2,0.55,0.9135797935253733,0.9732649388947373,0.086,0.908563731289413,0.9184251778180309,0.9707477750129333,0.9753654086389874,0.06295,0.112
2,2,0.6,0.9051548463825789,0.9735122133752206,0.08,0.8999670011029333,0.9104704714647803,0.9714239960570105,0.9757462549973264,0.056,0.102
2,2,0.65,0.8970480525223589,0.9733716417249739,0.08,0.8914688438683994,0.9035071286706831,0.9711737680537484,0.9755369495608094,0.058,0.104
2,2,0.7,0.8894258740961707,0.9736391924753998,0.082,0.8831287549344456,0.8959532209294596,0.9716217279594874,0.9758524200463083,0.06,0.10904999999999995
2,2,0.75,0.8819760923588269,0.9735220841607657,0.084,0.8750468006162945,0.8891393498333539,0.9715612950529576,0.9753996477291713,0.06,0.108
2,2,0.8,0.873311795330846,0.9736089663054354,0.08,0.8654907864388065,0.8807703176665523,0.9715538411301103,0.9756025169707303,0.058,0.106
2,2,0.85,0.865882273872101,0.9738233240330393,0.086,0.8578062259843582,0.8741333887932988,0.9718357717404129,0.9761198920409391,0.061900000000000004,0.112
2,2,0.9,0.8590039302044551,0.9734985475467024,0.088,0.850653611834716,0.8671838866594387,0.9713742083156629,0.9756461939372756,0.064,0.112
2,2,0.95,0.8502618577426556,0.9735428520501624,0.084,0.8423716517893206,0.8588994972018354,0.9714238824265085,0.9757226589620916,0.060950000000000004,0.10704999999999995
2,2,1.0,0.8434920502724327,0.9731753000927026,0.084,0.8338406207185435,0.852008994847001,0.9709469635788119,0.9752628126101276,0.06,0.106
